review,sentiment
"I have to admit that Tsui Hark is one of a kind, you can't top a person with a strong style of movie presence. A Chinese fantasy picture may not be easy to present to an audience, the director attempted to bring back the classic fantasy tales of Zu Mountain and this is what he displayed.<br /><br />The new Legend of Zu has truly improved from the one in 1983. From this new millenium update, we could see Tsui Hark's vision of the Zu mountains. Spectacular visual designs, amazing action-fantasy epic made beautifully well. Kept me glued through the entire picture. Great cast with just fine acting. It's truly a fun movie to watch, but is it too weird?<br /><br />Now the down side is people will definitely get confused with it's broad story line shortened down into a 95 minute movie. Plot may not have much relation among characters, but by rewatching the movie, you'll have a better sense of understanding the characters itself. Some can complain there isn't too much physical combat, besides with characters that have supernatural powers to defeat foes, spirits fighting by hand-to-hand wouldn't really make sense at all. <br /><br />I appreciated this nice stylish picture. It may have a thin story, but hey look at Tsui Hark's ""Time & Tide,"" we got confused by the plot as well, but it was truly something stylish and awesome. Tsui Hark always attracts something different into H.K. Cinema. American audiences, may have some difficulty to understand while watching this movie, cause this ain't no Crouching Tiger, Hidden Dragon, this is a whole new genre. Although it may not be a masterpiece, but it's special effects is truly better than Storm Riders. This is really worth checking out.",1
"I'm stunt, I must admit I never saw a movie with such good story and none stop high special effect martial art fighting scene. If you like the fantastic genre, like me, you will certainly be more than satisfied! All character have very cool power and the special effect are near perfection, in one word, flawless! I will listen to this movie a lot in the next years.",1
"This movie is very cool. If you're a fan of Tsui Hark and Chinese fantasy films, you should love this. This film is the Asian Lord of the rings: A high fantasy story, based in actual Chinese mythology. (I realize many critics have called this film plot-less, I think they probably have zero knowledge of Chinese mythology.) If you liked Stormriders or Warriors of Heaven & Earth, this one should be right up your alley. This film is still very difficult to find in the U.S., even though it was purchased for U.S. distribution along with Crouching Tiger, Hidden Dragon and Iron Monkey. Well worth the search!!! This DVD is also worthy of owning.",1
"This is apparently one of Shemp's first shorts with the Stooges. (This excludes his much earlier vaudeville years with the team). But the threesome's comedic timing is at its honed best here. Aside from the intense slapstick scenes, there are others more subtle, but just as funny. Watch Larry when Shemp asks him to look at the camera for a snapshot. Or watch the real object prompting Moe's exclamation, ""Oh...highly polished mahogany!""<br /><br />Emil Sitka is at his bewildered goofiest. And the goon may look scary, but he's somehow funny. He seems as frustrated and perplexed with the Stooges as are ""regular"" people in other shorts.<br /><br />For Shemp aficionados, this is a must have episode. It won't disappoint.",1
"""All the world's a stage and its people actors in it""--or something like that. Who the hell said that theatre stopped at the orchestra pit--or even at the theatre door? Why is not the audience participants in the theatrical experience, including the story itself?<br /><br />This film was a grand experiment that said: ""Hey! the story is you and it needs more than your attention, it needs your active participation"". ""Sometimes we bring the story to you, sometimes you have to go to the story.""<br /><br />Alas no one listened, but that does not mean it should not have been said.",1
"When Tsui Hark experiments, nothing and no one can withstand him. Legend of Zu is possibly 6Hours condensed into 1h40. One does not understand all, but like at ""2001 A Space Odyssey"" you also don't have to, but one feels the power of the film to every second, every picture. An extraordinary vision of the future of the 7th art and the one of the most pioneering, astounding, rejoicing in the recent years. VITAL severe MASTERPIECE! It's absolutely perfect as it is.<br /><br />When Tsui Hark experiments, nothing and no one can withstand him. Legend of Zu is possibly 6Hours condensed into 1h40. One does not understand all, but one feels the power of the film to every second, every picture. An extraordinary vision of the future of the 7th art and the one of the most pioneering, astounding, rejoicing in the recent years. VITAL severe MASTERPIECE! It's absolutely perfect as it is. 10000000000000/10000000000000",1
"I just came back from Hong Kong on my summer vacation and saw the Legend of ZU. I thought it kicked a*s! It was so creative and unique. It's the Crouching Tiger Hidden Dragon with a lot less drama. Even if some thought there was too much special FX(yeah right!), you can't complain about the cast. Zhang Ziyi and Cecilia Cheung are so fine!!! The Legend of ZU.....kicks a*s!!!!!!!!",1
"I have previously seen Zu: Warriors from the Magic Mountain. In that film, the setting takes place in China's mountains, the Legend of Zu looks like another dimension!! Thank that to Tsui Hark's extensive use of CGI effects. He's able to portray his vision of mountains floating above the clouds, a land where beings fly freely, and powers ranging from razor sharp wing blades, split swords, and the ultra cool Moon Orb.<br /><br />While there are many characters in this one, the focus is mainly on King Sky and Enigma. The romance aspect is there, although the movie seems much darker than its predecessor. Cecilia Cheung is beautiful and her presence on screen makes this movie worth watching. In the beginning, I like how she resembles the Countess (from Zu Warriors) and she does well playing Enigma as she deals with facing her past life. Oh, by the way, did I mention that Cecilia's very appealing to the eye??<br /><br />In truth, Zu Warriors had more comedy elements and its special effects were limited due to its time in 1983. Tsui Hark takes it to a whole new level and sets a new standard in cinema.",1
"I remember that the trailer for Legend of Zu was quite impressive and being a fan of A Man Called Hero (my all time favourite), Storm Riders I decided that I must watch this one too. I know that there is way to much critcism on Ekin Cheng's acting ability everywhere but he is my favourite Hong Kong moviestar so far (way better than Nicolas Tse nevertheless)and he is one of the factors that I enjoyed this movie. Without a doubt this film is a work of art from the beginning to the end. I even thought that only the actors were real and everything else was computer generated by the end of this film. They must have put a lot of work into this one and they deserve good credit for that. The storyline of the movie was a fairytale between good and evil with a love story thrown in (I guess Ekin Cheng pulls the girls easily).The story is not very intellectual and deep but that is not what you expect when watcing an action movie. I wished there were more martial arts action with fists and fist instead of battles with magical abilities, but well that's life and it never goes the way you want it to. And why did they sound like supersonic planes in the battle through the sky in the end ? That's way too funny. Legend of Zu cannot be A Man Called Hero in my eyes but it flows like a videogame and that is not a bad thing at all. If a company decides to publish games on this movie I will not get suprised as it carries all the videogames elements. Good work. Please make more fantasy movies like this",1
"This is like ""Crouching Tiger, Hidden Dragon"" in a more surreal, fantasy setting with incredible special effects and computer generated imagery that would put Industrial Light and Magic to shame. The plot may be hard to follow, but that is the nature of translating Chinese folklore to the screen; certainly the overall story would probably be more familiar to its native audience. However, an intelligent person should be able to keep up; moreover, the martial arts scenes potency are amplified by eye popping CGI.",1
"I've been a fan of Xu Ke (Hark Tsui) for many year since school. This film is the best fantasy movie in years. I dont think ""action"" is the right genre, though there're lot of action and KongFu scenese. Wait, did I mentioned this is an ORIENTAL fantasy moive? please, keep in mind that DO NOT use hollywood formula to rate this film. And for the guy who ""poo"" around, I don't blame you, 'cause you still young and need to know more about ""culture"".",1
this is one amazing movie!!!!! you have to realize that chinese folklore is complicated and philosophical. there are always stories behind stories. i myself did not understand everything but knowing chinese folklore (i studied them in school)it is very complicated. you just have to take what it gives you.....ENJOY THE MOVIE AND ENJOY THE RIDE....HOORAY!!!!,1
"O my gosh... Just give me a minute to breath. This movie takes you on an awesome ride and doesn't let you go until the very last blow in your face ending. This is the the movie for fans of Stormriders and such. Legend of Zu was beautifully created, although I didn't like a few things, they used alot of stand ins. I wanted to see the real person fight but, oh well... a few small let downs,and I didn't really like it a lot until I watched it again, when you understand it more it totally kicks A**! I encourage anyone who ever wanted to see a true Asian movie, to see this movie. I give this movie one of my highest ratings.Go and see it when it comes out in America!!!",1
"I can't tell you all how much I love this movie. I have read reviews that say that this move is ""too confusing"" or ""like swimming in drying concrete"". I say that these reviewers have no imagination! For anyone who loves Fantasy Fiction, this movie is for you. If you ever loved playing Dungeons & Dragons... this movie is for you, (especially if you got into the Oriental Adventures) I'm just sorry that I did not get to see this movie on the big screen. (Just more incentive to get my own big screen t.v. :-)",1
"Legend of Zu is possibly the most exciting movie ive seen in recent years. It transcends all expectations and is truly a work of art. With unmatched visual sceneries and story of divine proportions, Legend of Zu proceeds to blow over its viewers with its majesty. This movie is wonderously crafted through the use of high tech cgi which allows fans of the fantasy genre to see their visions come to life. The acting is perfect for this type of movie; if you were an immortal with supernatural powers I would think you'd keep more to yourself.<br /><br />Unlike the comments of many, the plot is actually quite EASY to follow while maintaining a quick pace that adds a sense of urgency. Anyone that cannot keep track of the different characters simply must not be paying attention since or are used to such levels of sophistication as the titanic. The plot is engaging and layered with themes so epic that they will leave you gasping for air. Legend of Zu is on a level of greatness so high that perhaps many people are put off by its grandeur. Allow yourself to be completely engulfed within its fantastical vision and you will grow to love this movie.",1
"An ultra-nervous old man, ""Mr. Goodrich,"" terrorized by the news that a gang is stalking the city and prominent citizens are disappearing, really panics when someone throws a rock through his window with a message tied to it, saying ""You will be next!"" <br /><br />He calls the detective agency wondering where are the guys he asked for earlier. Of course, it's the Stooges, who couldn't respond because had come into the office, robbed them and tied them up. Some detectives! The moment poor Mr. Goodrich hangs up the phone and says, ""I feel safer already,"" a monster-type goon named ""Nico"" appears out of a secret panel in the room and chokes him unconscious. We next find out that his trusted employees are anything but that. Now these crooks have to deal with the ""detectives"" that are coming by the house for Mr. Goodrich.<br /><br />Some of the gags, like Moe and Larry's wrinkles, are getting a bit old, but some of them will provoke laughs if I see them 100 times. I always laugh at Shemp trying to be a flirt, as he does here with Mr. Goodrich's niece, in a classic routine with a long, accordion-like camera lens. The act he puts on when he's poisoned is always funny, too. Shemp was so good that I didn't mind he was taking the great Curly's place.<br /><br />Larry, Moe, Curly/Shemp were always great in the chase scenes, in which monsters or crooks or both are chasing them around a house. That's the last six minutes in here. At times, such as this film,",1
"I rented this film in DVD form without knowing anything at all about it, part of a winter marathon of watching a film every night. After several awful American action adventure films (Ballistic, Daredevil, Cradle of Life) Zhu Warriors struck me as brilliantly original filmmaking. The story is complete nonsense, but I found the film's sincerity, good- heartedness and complete lack of irony refreshing, and the film looks spectacular. Sure, the special effects are not technically as flawless as those produced by Hollywood, but the filmmakers wisely are more interested in color, composition and movement than realism and so many of the shots are breathtaking. In one shot, two of the superhuman characters stand on craggy spires of rock, a huge moon rising before them, the image perfectly balanced by the three elements. In another, a princess-warrior spires through the heavens behind her glowing sword like a heat-seeking missile. And the colors explode from shot to shot, used to express emotion rather than to represent reality.<br /><br />The characters have the same simplicity and directness of comic book characters, offering no great depth in themselves but referring to archtypes that resonate more deeply. Physically, several of the actors are astonishingly beautiful. They play their roles straight up, without irony or guile, and so are believable.<br /><br />Most strange of all, despite the clumsiness of plot and thin characterizations, I found myself very near tears at the end, moved by the beautiful simplicity of the actors and the wildly original, good-hearted vision of the director.<br /><br />",1
"This movie is well done on so many levels that I am in awe that the score is as low as it is (5.9/10(576 votes) as of this writing). This movie has incredible special effects, a true epic storyline, complex great character interaction, and mind-blowing battles - they have to be seen to be believed! The only complaint I have is the subtitles on the HK DVD version I got (some lines were not translated - ???).<br /><br />I just don't understand when I read & hear from various sources: ""it has a confusing plot...."", ""I couldn't follow the story...."" or ""Characters came from nowhere..."". From the very 1st time I watched this movie, I understood it, followed it, knew why characters were there, and I absolutely loved it! I've watched it about 8 times already and each time it is pure enjoyment. Oh, and this is not just my opinion, because I've shown this movie to many fellow Americans (people who have never seen an HK film before) who feel the same way. Not one of them failed to follow the storyline and each person declared their love for this movie. Oh man, why can't we have stuff like this coming out of Hollywood? At least Lord of the Rings had a nice marriage of special effects, character development, and storyline.<br /><br />This is not coming from a Asian film lover newbie either. I own an extensive library of Asian films and I must say that this movie is one of my greatest DVDs. When you watch it you will be blown away by the amazing special effects and epic feel of this movie. You will be drawn into this fantasy world and you won't want to leave! I've seen both the 1983 version and the 2001 (both done by Tsui Hark), and the 2001 is far better in comparison IMO.<br /><br />Besides the subtitles, I have one additional complaint about this movie: I didn't want it to end.... I'm begging you Mr. Hark - can we please have a sequel?",1
"I liked this movie because it told a very interesting story about living in a totally different world at the south pole. Susan Sarandon is such a good actor, that she made an interesting, strong character out of mediocre writing. The true story displays a devastating situation for her character to overcome.",1
Sure this movie is not historically accurate but it is great entertainment. Most DeMille pictures especially the later epics are slow and plodding but the action here moves at a clip. The story is basically a series of peaks with very little quiet moments. The action takes us from an Indian raid on a cabin; one of the best parts of the movie with Jean Arthur excellent while attempting to appease the war-painted natives. This is followed by her and Cooper being taken to the war camp and being tortured. Later comes a protracted battle with the Cheyenne. The whole thing is ridiculous but great fun and entertaining from start to finish. Jean Arthur is one of the best actresses of this era and she shines here.,1
"Cecil B. deMille really knew how to create a classic, and after 7 decades his western comes across as the Real McCoy, engrossing, entertaining, spectacular; in no way outdated.<br /><br />As a real fan of TV's DEADWOOD, I'll tell you the performances of Gary Cooper as Wild Bill Hickock and Jean Arthor as Calamity Jane are far more on-target.<br /><br />We don't have any giants in Hollywood anymore. PLAINSMAN is just one of dozens of classics from the 1936-1945 decade that have seen enduring commercial life decade after decade: released, re-issued, re-issued all over again. Filmmakers like today's Spielberg, Jackson, Bruckheimer are like kids playing in a sandbox. None of today's movies will be sought out in 7 months let alone 70 years.",1
"The master of movie spectacle Cecil B. De Mille goes West. Using three legends of the old west as its protagonists (they probably never met),Gary Cooper is portraying Wild Bill Hickock,James Ellison as Buffalo Bill and Jean Arthur does make a nice Calamity Jane. The story serves only for De Mille to hang some marvelous action sequences on, like the big Indian attack.Scenes like that are extremely well done.If you don't mind the somewhat over-the-top performances of the cast this is an very entertaining western.Look out for a very young Anthony Quinn essaying the role of an Indian brave who participated at the battle of Little Big Horn.This part got him at least noticed in Hollywood.",1
"The Plainsman is an entertaining western, no doubt a classic, which is actual even today. Gary Cooper is Wild Bill Hickok, ideal for the role, together with John Wayne and James Stewart, they were the best actors that played western heroes in their generation. Jean Arthur is great as Calamity Jane, nobody that I know played it better than her. Even if might not be historically accurate, the film manages to capture the most important about Hickok and about the time it takes place. Sometimes you have to sacrifice History to make your point and that is what DeMille does here. The friendship of Hickok with Buffalo Bill, the selling of rifles to the Indians by a great manufacturer to compensate for the losses he would have because of the end of the civil war, Custer and Little Big Horn, the uneasy relationship between Buffalo Bill's wife, a religious woman, with Hickok a man who had killed plenty, also the unusual love affair between Hickok and Calamity all this makes 'The Plainsman' a non conventional and interesting film. Anthony Quinn has a very short appearance, that already shows what a great actor he was going to become. A lot of care was taken to show the original guns of that time.",1
"This movie has Wild Bill Hickok, Calamity Jane, Buffalo Bill and General Custer all together. Gary Cooper plays Wild Bill and Jean Arthur plays Calamity Jane and Charles Bickford plays the bad guy who sells weapons to the Indians and you can hardly recognize him. This was the first time Cecil B. DeMille and Gary Cooper worked together and the next movie the made was basically the same but set in a different time. This movie starts out with Lincoln's assassination and it also deals with an Indian war. Calamity Jane is in love with Wild Bill and Buffalo Bill has gotten married and now wants to stay home. This movie also deals with Custer's last stand and is far from accurate. Gary Cooper is good as usual and i usually don't like Jean Arthur but i liked her here.",1
"This a rip roaring western and i have watched it many times and it entertains on every level.However if your after the true facts about such legends as Hickcock,Cody and Calamity Jane then look elsewhere, as John Ford suggested this is the west when the truth becomes legend print the legend.The story moves with a cracking pace, and there is some great dialogue between Gary Cooper and Jean Arthur two very watchable stars who help to make this movie.The sharp eyed amongst you might just spot Gabby Hayes as an Indian scout, also there is a very young Anthony Quinn making his debut as Cayenne warrior, he actually married one of Demilles daughters in real life.Indeed its Quinns character who informs Cooper of the massacre of Custer told in flash back, the finale is well done and when the credits roll it fuses the American west with American history.So please take time out to watch this classic western.",1
"This Cecil B. DeMille epic of the old West contains what may be Jean Arthur's finest performance, as a hysterical, eccentric, incurably amoral, but devotedly doting Calamity Jane. She really pulled it off! Gary Cooper is at his most taciturn, but manages some occasional pithy sayings: 'The plains are big, but trails cross ... sometimes.' The story is a pastiche to end all pastiches. All the cowboy heroes of Western lore seem to be in there somehow except for Jesse James. Even Abraham Lincoln opens the story in person (or at least, DeMille would have us believe so). There is no room for anything so evanescent as subtlety, this is a 'stomp 'em in the face' tale for the masses. A remarkable thing about this film however is that it is a very early full frontal attack on what Eisenhower was eventually to name 'the military industrial complex'. It isn't just a story about gun-runners, but about arming anyone for money, and doing so from the heart of Washington. But let's not get into politics, let's leave that to DeMille, who can be guaranteed to be superficial. The chief interest of this film all these years later is that it uses the first film score composed by George Antheil, who has a lot to say about the job in his autobiography, 'Bad Boy of Music'. Antheil seems to have originated 'the big sound' adopted by all subsequent Westerns, whereby the plains sing out with the voices and sounds of countless cowboys in the sky, celebrating the open spaces and interweaving common melodies. That is why it does not sound at all unusual, because we have heard it a thousand times. But he seems to have been the first to summon up the combined rustlings of all the sage brush into this symphony of the open skies which has entered into American mythic lore, and given it a soundtrack which has never varied since then, corny as it may be, but doubtless appropriate. It is amusing to see Anthony Quinn in an early appearance as a Cheyenne Indian. Gabby Hayes is in there somewhere, but you miss him in the crowd. Gary Cooper overtops them all, looming large, - but when did he ever loom small?",1
"""Who Done It?"" contains many surefire laughs and gags. It is not only one of the best Stooges films with Shemp, it is one of the finest short comedies Columbia produced. Director Bernds originally wrote the screenplay in 1946 for the Stooges, but when Curly Howard suffered a career-ending stroke, it was tailored for the Columbia comedy team of Schilling and Lane (their version was released as ""Pardon My Terror."") It obviously was too good for the Stooges to pass up, and it was finally filmed by the Stooges at the end of 1947.<br /><br />Old Man Goodrich calls ace detectives Shemp, Larry, and Moe out of fear that he will be murdered. When they arrive at his home, Goodrich has disappeared, and his niece and assorted goons try to get rid of the Stooges. Will they find Goodrich and bring the niece and goons to justice? <br /><br />Shemp is particularly funny in this film. His reactions after being given a mickey by Christine McIntyre are superb; he gives his trademark sound (eeeb-eeeb-eeeb) and Miss McIntyre is noticeably trying not to laugh! Other funny scenes: the close-up of Moe's mug looking through the camera lens; and the in-the-dark fight with all cast members involved.<br /><br />Nikko the goon (played by Duke York) is one of the most unusual looking characters ever portrayed in a Stooges film. With his kinked hair, he could almost pass for a Stooge, if he didn't tower over everyone else! ""Who Done It?"" is a gem among the Stooges films with Shemp. Even die-hard Curly fans will enjoy this one! A true Stooge classic. 9 out of 10.",1
"This film provides the saga of a legendary Wild Bill Hickock. He, Buffalo Bill Cody, and Calamity Jane, are the central characters.<br /><br />As the Civil War closes, Lincoln mentions his concern that the country's dynamism would be enhanced if people would follow the advice, ""Go West, young man,"" which, mercifully, the film didn't erroneously attribute to Horace Greeley, as a number of others did. But then, he gets assassinated, and some financiers speculate that they can get rich selling weapons to the American Indians.<br /><br />In the meantime, we see Wild Bill Hickock, who interacts with a small boy, while a steamboat is loading at a dock along the Mississippi. Wild Bill uses a Bowie knife, which he eventually gives to the boy, calling it an ""Arkansas Toothpick,"" which in reality was a different type of knife, though both were used throughout the frontier.<br /><br />Hickock eventually meets Buffalo Bill Cody, who looks close to the photographs and paintings of the actual man. Cody has just gotten married, and is bringing his bride to the Old West to settle down.<br /><br />When they arrive at their destination, they run into Calamity Jane, who has a crush on Hickock. She looks at Cody's wife, and asks Buffalo Bill, ""Is this your mopsy?"" The line was one that caused the Hayes Board some problem, since one definition of ""mopsy"" was prostitute. Demille wanted the line in, and one of his aides pointed out that in Beatrix Potter's books about Peter Rabbit, three of the rabbits were Flopsy, Mopsy, and Cottontail. He pointed this out and asked the censors to identify ""the rabbit of ill virtue."" It worked; the line stayed in.<br /><br />The Indians were getting restless, in part because of the superior weaponry they got from the agent of the Eastern financiers. Cody and Hickock were asked to help scout the area, so that troops could get safely through to a beleaguered area. Cody led the troops; Hickock went to check out the activities of an Indian chief, who was an old acquaintance, and who was leading some of the hostile Indians.<br /><br />Calamity Jane gets captured, and Hickock gets captured trying to save her. They are brought to the chief, and although neither would talk, torture applied to Hickock breaks Calamity Jane's willpower, and she tells the route Cody is using.<br /><br />The two are released, and Hickock joins up with Cody and his forces, in part to alert them they're walking into a trap. With Hickok's help, they hold off the Indian attack.<br /><br />Hickock decides to go after the gun runners, and finally takes them prisoner. As they're waiting for authorities, Hickock is gunned down by being shot in the back while playing cards.<br /><br />There are numerous historic anomalies in the film, but it retains the flavor of legend. Pretty good for the 1930s.",1
"After the failure of ""The Crusades"" at the box office, Cecil B. DeMille stopped doing films about non-American history. His films for the next thirteen years were about our history from Jean Lafitte to World War II (Dr. Wassell). The first in order of production was this film, starring Gary Cooper as Wild Bill Hickok, with Jean Arthur as Calamity Jane. James Ellison was Buffalo Bill, John Miljan (not a villain as usual) was General George A. Custer, and Anthony Quinn was one of the Indians who fought at Little Big Horn. The villains were led by Charles Bickford (selling arms to the Indians) and Porter Hall as Jack McCall (who killed Wild Bill Hickok).<br /><br />Basically the film takes up the history of the U.S. after the Civil War. Lincoln is shown at the start talking about what is the next step now that Lee has surrendered. Lincoln talks about the need to secure the west (more about this point later). Then he announces he has to go to the theater. That April 14th must have been very busy for Abe - in ""Virginia City"" he grants a pardon to Errol Flynn at the request of Miriam Hopkins on the same date.<br /><br />Actually, while Lincoln was concerned about the West, his immediate thoughts on the last day of his Presidency were about reunifying the former Confederate states and it's citizens into the Union as soon as possible. It was Reconstruction that occupied his attention, not the west (except for the problems of Maximillian and his French controlled forces in Mexico against Juarez). But he had been involved in actual problems with the West. In 1862 he sent disgraced General John Pope, the loser at Second Manassas, to Minnesota to put down a serious Indian war by the Sioux (the subject of McKinley Kantor's novel, ""Sprit Lake"". Pope, incompetent against Lee and Jackson, turned out to be quite effective here, and the revolt was smashed.<br /><br />However, with all Lincoln's actual attention to western problems, it is doubtful that he says (as Cooper repeats at least once), ""The frontier should be secure."" There is nothing to say he could not have said it, but it is hardly a profound pronouncement by a leading statesman. Like saying, Teddy Roosevelt said, ""Eat a good breakfast every morning for your health."" It is not a profound statement of policy. It is, at best, a statement of recognizable fact. Cooper turning it into a minor mantra, like Lincoln's version of the Monroe Doctrine, is ridiculous...typical of the way DeMille's scripts have really bad errors of common sense in them.<br /><br />However, this is not a ruinous mistake. ""The Plainsman"" is an adventure film, and as such it has the full benefit of DeMille the film creator of spectacle. As such it is well worth watching. But not as a textbook on Lincoln's political ideas or his quotable legacy.",1
"""The Plainsman"" represents the directorial prowess of Cecil B. DeMille at its most inaccurate and un-factual. It sets up parallel plots for no less stellar an entourage than Wild Bill Hickok (Gary Cooper), Buffalo Bill Cody (James Ellison), Calamity Jane (Jean Arthur), George Armstrong Custer and Abraham Lincoln to interact, even though in reality Lincoln was already dead at the time the story takes place. Every once in a while DeMille floats dangerously close toward the truth, but just as easily veers away from it into unabashed spectacle and showmanship. The film is an attempt to buttress Custer's last stand with a heap of fiction that is only loosely based on the lives of people, who were already the product of manufactured stuffs and legends. Truly, this is the world according to DeMille - a zeitgeist in the annals of entertainment, but a pretty campy relic by today's standards.<br /><br />TRANSFER: Considering the vintage of the film, this is a moderately appealing transfer, with often clean whites and extremely solid blacks. There's a considerable amount of film grain in some scenes and an absence of it at other moments. All in all, the image quality is therefore somewhat inconsistent, but it is never all bad or all good  just a bit better than middle of the road. Age related artifacts are kept to a minimum and digital anomalies do not distract. The audio is mono but nicely balanced.<br /><br />EXTRAS: Forget it. It's Universal! BOTTOM LINE: As pseudo-history painted on celluloid, this western is compelling and fun. Just take its characters and story with a grain of salt  in some cases  a whole box seems more appropriate!",1
"I just read the plot summary and it is the worst one I have ever read. It does not do justice to this incredible movie. For an example of a good summary, read the listing at ""Turner Classic Movies"". Anyway, this was one of my favorite movies as a young child. My sister and I couldn't wait until every April when we could see it on T.V. It is one of the best horse movies of it's time. It is one of those great classics that the whole family can watch. The romance is clean and endearing. The story line is interesting and the songs are great. They don't make movies like this anymore. Good acting and not over the top. Pat Boone and Shirley Jones are at their best, along with many other great character actors.",1
"I love this movie because I grew up around harness racing. Pat Boone behind the sulky reminds me of my father who was drawn to the trotters because, unlike thoroughbred jockeys, men of normal height and weight can be drivers. <br /><br />Yes, the 1944 Home in Indiana is a better movie, but it's also a very different movie. April Love is light and easy to watch, a feel good movie. (Disappointing though that Pat Boone's religious/moral views prohibited him from ever kissing the girl! Quite a change from today's standard fare.) Home in Indiana with Walter Brennan (filmed in black and white with no hint that anyone will ever burst into song) captures the stress and struggle better thereby making the ultimate accomplishment more satisfying but it requires a bigger emotional investment.",1
"I would like to comment on the movie April Love. It's one of my all time favorites because my father, Nelson Malone plays the horse trainer. I remember distinctly when Hollywood came to Lexington, KY, where we were living at the time to make April Love. My Dad had been in numerous plays and was a talented man. I talked him into going to try out for one of the bit parts offered, and lo and behold he came home w/the script. How exciting is that! Also, a number of my classmates were in the crowd scenes -- especially the ones shown at the amusement park. It's very nostalgic every April when I see the movie being shown once again, and the song April Love by Pat Boone is still played on the radio. Timeless and reminiscent of a time long gone when you see the movies they make today w/all the sex, foul language and violence. It would be refreshing to see more movies like April Love come back into focus...",1
"Having ran across this film on the Fox movie channel on a lazy Friday afternoon, I can think of no better way to spend a lazy Friday evening then putting in my two cents worth. Especially when you consider the lack of user comments on it. Doesn't every movie, good or bad deserve more than four comments? And this movie isn't bad at all.<br /><br />The first thing to keep in mind when watching a film like April Love is to remember the era from which it came, in this case the late fifties. Films were pretty much a happy medium back then. The cinemas were devoid of tragedy while the screens were filled with wide screen Technicolor films in order to pry people away from the gray glare of the evil medium in a box called television. I don't know how many people were pried away from the boob tube to see this one, but it managed to capture my attention for 97 minutes.<br /><br />Teen Idol Pat Boone plays Nick Conover, a young teen sent to live with his Aunt Henrietta (Jeanette Nolan) and Uncle Jed (Arthur O'Connell) out in the country after being put on probation for stealing a car. It seems that his Aunt and Uncle have lost their own son (Jed Jr.)so Uncle Jed seems has lost his zest for living. Aunt Henrietta is hoping that Nick being on the farm will somehow bring Jed out of his doldrums. Story lines like this being what they are, Jed and Nick don't really care for each other too much of course. Jed then proceeds to meet up with the neighbors, Fran (Dolores Michaels)and Liz (Shirley Jones)Templeton. Immediately Jed develops a crush on Fran, and of course I don't have to tell you that Liz develops a crush on Jed. Then there's the matter of Uncle Jed's horse, a trotter who has turned wild and won't let anyone handle him since the death of Jed Jr. You could probably fill in everything that happens from that point on your own, seeing as how there are no real surprises. Doesn't matter though, you'll enjoy yourself anyway.<br /><br />Once you get over the image of squeaky clean Pat Boone, as a supposedly bad boy, you'll have no trouble with the rest of the film. Considering that, Boone does turn in a surprisingly good performance as Nick. Certainly the role doesn't require much depth, but still it's a nicely done job when you would least expect it. As Jed, Arthur O'Connell is the perfect choice for the role. In the early going, he is unreachable and cold, but as he slowly warms up to Nick, we see that he's really a pretty good guy. Jeannette Nolan is a lot of fun as Henrietta, who is constantly playing the part of mediator between Jed and Nick. Shirley Jones takes a break from Rodgers And Hammerstein and gets a few opportunities to grace us with her singing talents. As Liz, she's gorgeous to look at, great to listen to, and quite funny at times. Dolores Michaels as Fran, who is a bit more on the wild side, is equally entertaining.<br /><br />The best thing about April Love, is that there is not a true mean conniving character of any sort on the screen. Not one true villain in the whole thing. Everybody is so darn likable you can't help but enjoy the film. I truthfully find it quite refreshing, sort of like putting your troubles behind you and enjoying a summer picnic with friends. Think of it as the old Andy Griffith show with musical numbers, a little more plot, and wide screen Technicolor. The songs are a mixed bag, with the title song April Love being the best of them. Another thing I really liked is that they didn't fall back on using blue screen backdrops during the horse racing sequences, and they quite a bit more entertaining and exciting because of it. As a matter of fact, you'll find the whole film beautifully photographed and it was nice to see they didn't skimp in that department. The chemistry between Jones and Boone is good. Best of all is how the dislike between Nick and Jed is portrayed as each try in some way to gain the others respect.<br /><br />This movie will never be confused with great cinema. Yet, sometimes instead of going to Disneyland, one just needs a nice outing in the park, and that's what April Love is.<br /><br />My Grade: B+<br /><br />",1
"one of the best ensemble acted films I've ever seen. There isn't much to the plot, but the acting- incredible. You see the characters change ever so subtly, undr the influence of the rented villa in Italy, and love. And happiness. The film casts a mesmerizing spell on you, much as the villa does on all the women. Truly ""enchanted"".",1
"Two women, sick of their controlling husbands, taking a vacation in Italy for a month with two other very different women.They come back refreshed and energized in this wonderful little film by Merchant - Ivory.<br /><br />Great scenery and the location isn't bad either. Seriously, a very good period piece 7 of 10",1
"It has been about 50 years since a movie has been made about romance and mysticism. The only two movies I can think of is ""Enchanted April"" (1992) and ""The Enchanted Cottage"" (1945). Both movies used wonderful actors not stars. In both movies, all the actors gave their best romantic performances.<br /><br />""Enchanted April"" is about four English women after WWI who are unhappy with their lives and find happiness in Italy while on vacation. It is amazing ""Enchanted April"" was made in 1992. It stands out as an enjoyable classic.",1
"Busy Phillips put in one hell of a performance, both comedic and dramatic. Erika Christensen was good but Busy stole the show. It was a nice touch after The Smokers, a movie starring Busy, which wasnt all that great. If Busy doesnt get a nomination of any kind for this film it would be a disaster. Forget Mona Lisa Smile, see Home Room.",1
